"OGE_ID","Name","Beschreibung","Vorraussetzungen","Type","Prio","Duration","Stepnum","Stepbeschr","Stepresult"
"","","","","","","","2.0"," Filterdialog (Flexgrid) aktualisieren","Neues Transaktionsobjekt ist im Flexgrid sichtbar"
"","","","","","","","3.0","Neue Transaktion wieder öffnen und Sichtprüfung","Transaktion wird im spezifischen Dialog geöffnet, Daten sind plausibel"
"","","","","","","","4.0","Wechsel in Reiter ""Entgelte"", Wechsel auf Funktionsleiste ""Berechnung"", Entgeltberechnung auslösen","Für die Transaktion lässt sich ein Entgelt bestimmen"
"Testcase_41_TRANS_UMWAND_22","Test: [KapMan2011] - UC03_TP_Transaktionen_ohne_Prüfung_manuell_anlegen - 08 - UMWAND","Firma als Transportkunde (Rolle) vorhanden
Netzpunkte gepflegt (Kapazitätszeitreihen, Entgelte)","A1. Das TSO-Backend-System muss es dem Benutzer ermöglichen, Transaktionsobjekte manuell anzulegen. Konsistenzprüfungen jedweder Art sind explizit nicht vorzusehen.
A2. Von der Anforderung A1 sind die folgenden Transaktionstypen auszunehmen:
- Verkaufte Rückgabe
- Rück-Rückgabe
- Verkaufter Entzug
A3. Die Neuanlage der relevanten Transaktionsobjekte soll im TSO-Backend-System über Dialoge erfolgen.
","Functional","Major","","1.0","Neue Transaktion UMWAND im MTS.cm anlegen:
- Daten der Buchung angeben:
- ID: <wird vom System vergeben>
- Externe ID: xxxxxxx
- Kapazitätstyp: <frei wählbar>
- Flussrichtung: <frei wählbar>
- Gültigkeit xxxxxxxxxx
- Quell-Primärbuchung:xxxxxxxxxx
- Ziel-Primärbuchung: xxxxxxxxxxx
- Kapazität 100 kWh/h ungebündelt
- Netzpunkt: <frei wählbar>
- Transportkunde: <frei wählbar>
- Beschreibung: ""Testbuchung, bitte wieder stornieren!""
- Parameter: je nach Konfig hinzufügbar, bspw. ""Geschäftsbedingungnen""
- Speichern + Dialog schließen","Neues Transaktionsobjekt lässt sich manuell im MTS.cm erzeugen mit Daten anreichern und in der Datenbank speichern
"
"","","","","","","","2.0"," Filterdialog (Flexgrid) aktualisieren","Neues Transaktionsobjekt ist im Flexgrid sichtbar"
"","","","","","","","3.0","Neue Transaktion wieder öffnen und Sichtprüfung","Transaktion wird im spezifischen Dialog geöffnet, Daten sind plausibel"
"","","","","","","","4.0","Wechsel in Reiter ""Entgelte"", Wechsel auf Funktionsleiste ""Berechnung"", Entgeltberechnung auslösen","Für die Transaktion lässt sich ein Entgelt bestimmen"
"","","","","","","","5.0","Im Dialog ""Kommunikation mit Capacity"" im MTS.cm die Buchungsnachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die Buchungsanfrage und den Response vom CC indem das Produkt enthalten ist sowie den Status der Nachricht ""Buchung erfolgreich"". Die XML-Datei der Nachrichten ist aufrufbar."
"Testcase_41_TRANS_29","Test: [KapMan2011] - UC04_TP_Transaktionen_manuell_ändern - 01 - PB","vorhandene Transaktion dieses Typs","A9. Das TSO-Backend-System muss es dem Benutzer ermöglichen, Transaktionsobjekte manuell zu ändern. 
Systemseitige Konsistenzprüfungen und konsistenzerhaltende Maßnahmen jedweder Art sind explizit nicht vorzusehen.
A10. Die Änderung von Transaktionsobjekten soll dialoggestützt erfolgen.","Functional","Major","","1.0","Transaktion öffnen im MTS.cm:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern + Dialog schließen
","Transaktionsobjekt lässt sich manuell im MTS.cm ändern und in der Datenbank speichern
"
"","","","","","","","2.0"," Filterdialog (Flexgrid) aktualisieren","Geändertes Transaktionsobjekt ist im Flexgrid aktualisiert sichtbar"
"","","","","","","","3.0","Neue Transaktion wieder öffnen und Sichtprüfung","Transaktion wird im spezifischen Dialog geöffnet, Daten sind plausibel"
"","","","","","","","4.0","Wechsel in Reiter ""Entgelte"", Wechsel auf Funktionsleiste ""Berechnung"", Entgeltberechnung auslösen","Für die Transaktion lässt sich ein neues Entgelt bestimmen"
"","","","","","","","5.0","Im Dialog ""Kommunikation mit Capacity"" im MTS.cm die Buchungsnachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die Buchungsanfrage und den Response vom CC indem die Transaktion enthalten ist sowie den Status der Nachricht ""Buchung erfolgreich"". Die XML-Datei der Nachrichten ist aufrufbar."
"Testcase_41_TRANS_30","Test: [KapMan2011] - UC04_TP_Transaktionen_manuell_ändern - 02 - PBU","vorhandene Transaktion dieses Typs","A9. Das TSO-Backend-System muss es dem Benutzer ermöglichen, Transaktionsobjekte manuell zu ändern. 
Systemseitige Konsistenzprüfungen und konsistenzerhaltende Maßnahmen jedweder Art sind explizit nicht vorzusehen.
A10. Die Änderung von Transaktionsobjekten soll dialoggestützt erfolgen.","Functional","Major","","1.0","Transaktion öffnen im MTS.cm:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern + Dialog schließen
","Transaktionsobjekt lässt sich manuell im MTS.cm ändern und in der Datenbank speichern
"
"","","","","","","","2.0"," Filterdialog (Flexgrid) aktualisieren","Geändertes Transaktionsobjekt ist im Flexgrid aktualisiert sichtbar"
"","","","","","","","3.0","Neue Transaktion wieder öffnen und Sichtprüfung","Transaktion wird im spezifischen Dialog geöffnet, Daten sind plausibel"
"","","","","","","","4.0","Wechsel in Reiter ""Entgelte"", Wechsel auf Funktionsleiste ""Berechnung"", Entgeltberechnung auslösen","Für die Transaktion lässt sich ein neues Entgelt bestimmen"
"","","","","","","","5.0","Im Dialog ""Kommunikation mit Capacity"" im MTS.cm die Buchungsnachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die Buchungsanfrage und den Response vom CC indem die Transaktion enthalten ist sowie den Status der Nachricht ""Buchung erfolgreich"". Die XML-Datei der Nachrichten ist aufrufbar."
"Testcase_41_TRANS_31","Test: [KapMan2011] - UC04_TP_Transaktionen_manuell_ändern - 03 - RUECK","vorhandene Transaktion dieses Typs","A9. Das TSO-Backend-System muss es dem Benutzer ermöglichen, Transaktionsobjekte manuell zu ändern. 
Systemseitige Konsistenzprüfungen und konsistenzerhaltende Maßnahmen jedweder Art sind explizit nicht vorzusehen.
A10. Die Änderung von Transaktionsobjekten soll dialoggestützt erfolgen.","Functional","Major","","1.0","Transaktion öffnen im MTS.cm:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern + Dialog schließen
","Transaktionsobjekt lässt sich manuell im MTS.cm ändern und in der Datenbank speichern
"
"","","","","","","","2.0"," Filterdialog (Flexgrid) aktualisieren","Geändertes Transaktionsobjekt ist im Flexgrid aktualisiert sichtbar"
"","","","","","","","3.0","Neue Transaktion wieder öffnen und Sichtprüfung","Transaktion wird im spezifischen Dialog geöffnet, Daten sind plausibel"
"","","","","","","","4.0","Wechsel in Reiter ""Entgelte"", Wechsel auf Funktionsleiste ""Berechnung"", Entgeltberechnung auslösen","Für die Transaktion lässt sich ein neues Entgelt bestimmen"
"","","","","","","","5.0","Im Dialog ""Kommunikation mit Capacity"" im MTS.cm die Buchungsnachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die Buchungsanfrage und den Response vom CC indem die Transaktion enthalten ist sowie den Status der Nachricht ""Buchung erfolgreich"". Die XML-Datei der Nachrichten ist aufrufbar."
"Testcase_41_TRANS_32","Test: [KapMan2011] - UC04_TP_Transaktionen_manuell_ändern - 04 - RSV","vorhandene Transaktion dieses Typs","A9. Das TSO-Backend-System muss es dem Benutzer ermöglichen, Transaktionsobjekte manuell zu ändern. 
Systemseitige Konsistenzprüfungen und konsistenzerhaltende Maßnahmen jedweder Art sind explizit nicht vorzusehen.
A10. Die Änderung von Transaktionsobjekten soll dialoggestützt erfolgen.","Functional","Major","","1.0","Transaktion öffnen im MTS.cm:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern + Dialog schließen
","Transaktionsobjekt lässt sich manuell im MTS.cm ändern und in der Datenbank speichern
"
"","","","","","","","2.0"," Filterdialog (Flexgrid) aktualisieren","Geändertes Transaktionsobjekt ist im Flexgrid aktualisiert sichtbar"
"","","","","","","","3.0","Neue Transaktion wieder öffnen und Sichtprüfung","Transaktion wird im spezifischen Dialog geöffnet, Daten sind plausibel"
"","","","","","","","4.0","Wechsel in Reiter ""Entgelte"", Wechsel auf Funktionsleiste ""Berechnung"", Entgeltberechnung auslösen","Für die Transaktion lässt sich ein neues Entgelt bestimmen"
"","","","","","","","5.0","Im Dialog ""Kommunikation mit Capacity"" im MTS.cm die Buchungsnachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die Buchungsanfrage und den Response vom CC indem die Transaktion enthalten ist sowie den Status der Nachricht ""Buchung erfolgreich"". Die XML-Datei der Nachrichten ist aufrufbar."
"Testcase_41_TRANS_33","Test: [KapMan2011] - UC04_TP_Transaktionen_manuell_ändern - 05 - ARESV","vorhandene Transaktion dieses Typs","A9. Das TSO-Backend-System muss es dem Benutzer ermöglichen, Transaktionsobjekte manuell zu ändern. 
Systemseitige Konsistenzprüfungen und konsistenzerhaltende Maßnahmen jedweder Art sind explizit nicht vorzusehen.
A10. Die Änderung von Transaktionsobjekten soll dialoggestützt erfolgen.","Functional","Major","","1.0","Transaktion öffnen im MTS.cm:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern + Dialog schließen
","Transaktionsobjekt lässt sich manuell im MTS.cm ändern und in der Datenbank speichern
"
"","","","","","","","2.0"," Filterdialog (Flexgrid) aktualisieren","Geändertes Transaktionsobjekt ist im Flexgrid aktualisiert sichtbar"
"","","","","","","","3.0","Neue Transaktion wieder öffnen und Sichtprüfung","Transaktion wird im spezifischen Dialog geöffnet, Daten sind plausibel"
"","","","","","","","4.0","Wechsel in Reiter ""Entgelte"", Wechsel auf Funktionsleiste ""Berechnung"", Entgeltberechnung auslösen","Für die Transaktion lässt sich ein neues Entgelt bestimmen"
"","","","","","","","5.0","Im Dialog ""Kommunikation mit Capacity"" im MTS.cm die Buchungsnachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die Buchungsanfrage und den Response vom CC indem die Transaktion enthalten ist sowie den Status der Nachricht ""Buchung erfolgreich"". Die XML-Datei der Nachrichten ist aufrufbar."
"Testcase_41_TRANS_34","Test: [KapMan2011] - UC04_TP_Transaktionen_manuell_ändern - 06 - AUSBAU","vorhandene Transaktion dieses Typs","A9. Das TSO-Backend-System muss es dem Benutzer ermöglichen, Transaktionsobjekte manuell zu ändern. 
Systemseitige Konsistenzprüfungen und konsistenzerhaltende Maßnahmen jedweder Art sind explizit nicht vorzusehen.
A10. Die Änderung von Transaktionsobjekten soll dialoggestützt erfolgen.","Functional","Major","","1.0","Transaktion öffnen im MTS.cm:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern + Dialog schließen
","Transaktionsobjekt lässt sich manuell im MTS.cm ändern und in der Datenbank speichern
"
"","","","","","","","2.0"," Filterdialog (Flexgrid) aktualisieren","Geändertes Transaktionsobjekt ist im Flexgrid aktualisiert sichtbar"
"","","","","","","","3.0","Neue Transaktion wieder öffnen und Sichtprüfung","Transaktion wird im spezifischen Dialog geöffnet, Daten sind plausibel"
"","","","","","","","4.0","Wechsel in Reiter ""Entgelte"", Wechsel auf Funktionsleiste ""Berechnung"", Entgeltberechnung auslösen","Für die Transaktion lässt sich ein neues Entgelt bestimmen"
"","","","","","","","5.0","Im Dialog ""Kommunikation mit Capacity"" im MTS.cm die Buchungsnachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die Buchungsanfrage und den Response vom CC indem die Transaktion enthalten ist sowie den Status der Nachricht ""Buchung erfolgreich"". Die XML-Datei der Nachrichten ist aufrufbar."
"Testcase_41_TRANS_35","Test: [KapMan2011] - UC04_TP_Transaktionen_manuell_ändern - 07 - ENTZUG","vorhandene Transaktion dieses Typs","A9. Das TSO-Backend-System muss es dem Benutzer ermöglichen, Transaktionsobjekte manuell zu ändern. 
Systemseitige Konsistenzprüfungen und konsistenzerhaltende Maßnahmen jedweder Art sind explizit nicht vorzusehen.
A10. Die Änderung von Transaktionsobjekten soll dialoggestützt erfolgen.","Functional","Major","","1.0","Transaktion öffnen im MTS.cm:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern + Dialog schließen
","Transaktionsobjekt lässt sich manuell im MTS.cm ändern und in der Datenbank speichern
"
"","","","","","","","2.0"," Filterdialog (Flexgrid) aktualisieren","Geändertes Transaktionsobjekt ist im Flexgrid aktualisiert sichtbar"
"","","","","","","","3.0","Neue Transaktion wieder öffnen und Sichtprüfung","Transaktion wird im spezifischen Dialog geöffnet, Daten sind plausibel"
"","","","","","","","4.0","Wechsel in Reiter ""Entgelte"", Wechsel auf Funktionsleiste ""Berechnung"", Entgeltberechnung auslösen","Für die Transaktion lässt sich ein neues Entgelt bestimmen"
"","","","","","","","5.0","Im Dialog ""Kommunikation mit Capacity"" im MTS.cm die Buchungsnachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die Buchungsanfrage und den Response vom CC indem die Transaktion enthalten ist sowie den Status der Nachricht ""Buchung erfolgreich"". Die XML-Datei der Nachrichten ist aufrufbar."
"Testcase_41_TRANS_36","Test: [KapMan2011] - UC04_TP_Transaktionen_manuell_ändern - 08 - UMWAND","vorhandene Transaktion dieses Typs","A9. Das TSO-Backend-System muss es dem Benutzer ermöglichen, Transaktionsobjekte manuell zu ändern. 
Systemseitige Konsistenzprüfungen und konsistenzerhaltende Maßnahmen jedweder Art sind explizit nicht vorzusehen.
A10. Die Änderung von Transaktionsobjekten soll dialoggestützt erfolgen.","Functional","Major","","1.0","Transaktion öffnen im MTS.cm:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern + Dialog schließen
","Transaktionsobjekt lässt sich manuell im MTS.cm ändern und in der Datenbank speichern
"
"","","","","","","","2.0"," Filterdialog (Flexgrid) aktualisieren","Geändertes Transaktionsobjekt ist im Flexgrid aktualisiert sichtbar"
"","","","","","","","3.0","Neue Transaktion wieder öffnen und Sichtprüfung","Transaktion wird im spezifischen Dialog geöffnet, Daten sind plausibel"
"","","","","","","","4.0","Wechsel in Reiter ""Entgelte"", Wechsel auf Funktionsleiste ""Berechnung"", Entgeltberechnung auslösen","Für die Transaktion lässt sich ein neues Entgelt bestimmen"
"","","","","","","","5.0","Im Dialog ""Kommunikation mit Capacity"" im MTS.cm die Buchungsnachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die Buchungsanfrage und den Response vom CC indem die Transaktion enthalten ist sowie den Status der Nachricht ""Buchung erfolgreich"". Die XML-Datei der Nachrichten ist aufrufbar."
"Testcase_41_TRANS_37","Test: [KapMan2011] - UC04_TP_Transaktionen_manuell_ändern - 09 - SVKAUF","vorhandene Transaktion dieses Typs","A9. Das TSO-Backend-System muss es dem Benutzer ermöglichen, Transaktionsobjekte manuell zu ändern. 
Systemseitige Konsistenzprüfungen und konsistenzerhaltende Maßnahmen jedweder Art sind explizit nicht vorzusehen.
A10. Die Änderung von Transaktionsobjekten soll dialoggestützt erfolgen.","Functional","Major","","1.0","Transaktion öffnen im MTS.cm:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern + Dialog schließen
","Transaktionsobjekt lässt sich manuell im MTS.cm ändern und in der Datenbank speichern
"
"","","","","","","","2.0"," Filterdialog (Flexgrid) aktualisieren","Geändertes Transaktionsobjekt ist im Flexgrid aktualisiert sichtbar"
"","","","","","","","3.0","Neue Transaktion wieder öffnen und Sichtprüfung","Transaktion wird im spezifischen Dialog geöffnet, Daten sind plausibel"
"","","","","","","","4.0","Wechsel in Reiter ""Entgelte"", Wechsel auf Funktionsleiste ""Berechnung"", Entgeltberechnung auslösen","Für die Transaktion lässt sich ein neues Entgelt bestimmen"
"","","","","","","","5.0","Im Dialog ""Kommunikation mit Capacity"" im MTS.cm die Buchungsnachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die Buchungsanfrage und den Response vom CC indem die Transaktion enthalten ist sowie den Status der Nachricht ""Buchung erfolgreich"". Die XML-Datei der Nachrichten ist aufrufbar."
"Testcase_41_TRANS_38","Test: [KapMan2011] - UC04_TP_Transaktionen_manuell_ändern - 10 - SKAUF","vorhandene Transaktion dieses Typs","A9. Das TSO-Backend-System muss es dem Benutzer ermöglichen, Transaktionsobjekte manuell zu ändern. 
Systemseitige Konsistenzprüfungen und konsistenzerhaltende Maßnahmen jedweder Art sind explizit nicht vorzusehen.
A10. Die Änderung von Transaktionsobjekten soll dialoggestützt erfolgen.","Functional","Major","","1.0","Transaktion öffnen im MTS.cm:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern + Dialog schließen
","Transaktionsobjekt lässt sich manuell im MTS.cm ändern und in der Datenbank speichern
"
"","","","","","","","2.0"," Filterdialog (Flexgrid) aktualisieren","Geändertes Transaktionsobjekt ist im Flexgrid aktualisiert sichtbar"
"","","","","","","","3.0","Neue Transaktion wieder öffnen und Sichtprüfung","Transaktion wird im spezifischen Dialog geöffnet, Daten sind plausibel"
"","","","","","","","4.0","Wechsel in Reiter ""Entgelte"", Wechsel auf Funktionsleiste ""Berechnung"", Entgeltberechnung auslösen","Für die Transaktion lässt sich ein neues Entgelt bestimmen"
"","","","","","","","5.0","Im Dialog ""Kommunikation mit Capacity"" im MTS.cm die Buchungsnachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die Buchungsanfrage und den Response vom CC indem die Transaktion enthalten ist sowie den Status der Nachricht ""Buchung erfolgreich"". Die XML-Datei der Nachrichten ist aufrufbar."
"Testcase_41_TRANS_39","Test: [KapMan2011] - UC04_TP_Transaktionen_manuell_ändern - 11 - SVKAUFU","vorhandene Transaktion dieses Typs","A9. Das TSO-Backend-System muss es dem Benutzer ermöglichen, Transaktionsobjekte manuell zu ändern. 
Systemseitige Konsistenzprüfungen und konsistenzerhaltende Maßnahmen jedweder Art sind explizit nicht vorzusehen.
A10. Die Änderung von Transaktionsobjekten soll dialoggestützt erfolgen.","Functional","Major","","1.0","Transaktion öffnen im MTS.cm:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern + Dialog schließen
","Transaktionsobjekt lässt sich manuell im MTS.cm ändern und in der Datenbank speichern
"
"","","","","","","","2.0"," Filterdialog (Flexgrid) aktualisieren","Geändertes Transaktionsobjekt ist im Flexgrid aktualisiert sichtbar"
"","","","","","","","3.0","Neue Transaktion wieder öffnen und Sichtprüfung","Transaktion wird im spezifischen Dialog geöffnet, Daten sind plausibel"
"","","","","","","","4.0","Wechsel in Reiter ""Entgelte"", Wechsel auf Funktionsleiste ""Berechnung"", Entgeltberechnung auslösen","Für die Transaktion lässt sich ein neues Entgelt bestimmen"
"","","","","","","","5.0","Im Dialog ""Kommunikation mit Capacity"" im MTS.cm die Buchungsnachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die Buchungsanfrage und den Response vom CC indem die Transaktion enthalten ist sowie den Status der Nachricht ""Buchung erfolgreich"". Die XML-Datei der Nachrichten ist aufrufbar."
"Testcase_41_TRANS_40","Test: [KapMan2011] - UC04_TP_Transaktionen_manuell_ändern - 12 - SKAUFU","vorhandene Transaktion dieses Typs","A9. Das TSO-Backend-System muss es dem Benutzer ermöglichen, Transaktionsobjekte manuell zu ändern. 
Systemseitige Konsistenzprüfungen und konsistenzerhaltende Maßnahmen jedweder Art sind explizit nicht vorzusehen.
A10. Die Änderung von Transaktionsobjekten soll dialoggestützt erfolgen.","Functional","Major","","1.0","Transaktion öffnen im MTS.cm:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern + Dialog schließen
","Transaktionsobjekt lässt sich manuell im MTS.cm ändern und in der Datenbank speichern
"
"","","","","","","","2.0"," Filterdialog (Flexgrid) aktualisieren","Geändertes Transaktionsobjekt ist im Flexgrid aktualisiert sichtbar"
"","","","","","","","3.0","Neue Transaktion wieder öffnen und Sichtprüfung","Transaktion wird im spezifischen Dialog geöffnet, Daten sind plausibel"
"","","","","","","","4.0","Wechsel in Reiter ""Entgelte"", Wechsel auf Funktionsleiste ""Berechnung"", Entgeltberechnung auslösen","Für die Transaktion lässt sich ein neues Entgelt bestimmen"
"","","","","","","","5.0","Im Dialog ""Kommunikation mit Capacity"" im MTS.cm die Buchungsnachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die Buchungsanfrage und den Response vom CC indem die Transaktion enthalten ist sowie den Status der Nachricht ""Buchung erfolgreich"". Die XML-Datei der Nachrichten ist aufrufbar."
"Testcase_41_TRANS_41","Test: [KapMan2011] - UC04_TP_Transaktionen_manuell_ändern - 13 - RKAUF","vorhandene Transaktion dieses Typs","A9. Das TSO-Backend-System muss es dem Benutzer ermöglichen, Transaktionsobjekte manuell zu ändern. 
Systemseitige Konsistenzprüfungen und konsistenzerhaltende Maßnahmen jedweder Art sind explizit nicht vorzusehen.
A10. Die Änderung von Transaktionsobjekten soll dialoggestützt erfolgen.","Functional","Major","","1.0","Transaktion öffnen im MTS.cm:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern + Dialog schließen
","Transaktionsobjekt lässt sich manuell im MTS.cm ändern und in der Datenbank speichern
"
"","","","","","","","2.0"," Filterdialog (Flexgrid) aktualisieren","Geändertes Transaktionsobjekt ist im Flexgrid aktualisiert sichtbar"
"","","","","","","","3.0","Neue Transaktion wieder öffnen und Sichtprüfung","Transaktion wird im spezifischen Dialog geöffnet, Daten sind plausibel"
"","","","","","","","4.0","Wechsel in Reiter ""Entgelte"", Wechsel auf Funktionsleiste ""Berechnung"", Entgeltberechnung auslösen","Für die Transaktion lässt sich ein neues Entgelt bestimmen"
"","","","","","","","5.0","Im Dialog ""Kommunikation mit Capacity"" im MTS.cm die Buchungsnachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die Buchungsanfrage und den Response vom CC indem die Transaktion enthalten ist sowie den Status der Nachricht ""Buchung erfolgreich"". Die XML-Datei der Nachrichten ist aufrufbar."
"Testcase_41_TRANS_42","Test: [KapMan2011] - UC04_TP_Transaktionen_manuell_ändern - 14 - TRESV","vorhandene Transaktion dieses Typs","A9. Das TSO-Backend-System muss es dem Benutzer ermöglichen, Transaktionsobjekte manuell zu ändern. 
Systemseitige Konsistenzprüfungen und konsistenzerhaltende Maßnahmen jedweder Art sind explizit nicht vorzusehen.
A10. Die Änderung von Transaktionsobjekten soll dialoggestützt erfolgen.","Functional","Major","","1.0","Transaktion öffnen im MTS.cm:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern + Dialog schließen
","Transaktionsobjekt lässt sich manuell im MTS.cm ändern und in der Datenbank speichern
"
"","","","","","","","2.0"," Filterdialog (Flexgrid) aktualisieren","Geändertes Transaktionsobjekt ist im Flexgrid aktualisiert sichtbar"
"","","","","","","","3.0","Neue Transaktion wieder öffnen und Sichtprüfung","Transaktion wird im spezifischen Dialog geöffnet, Daten sind plausibel"
"","","","","","","","4.0","Wechsel in Reiter ""Entgelte"", Wechsel auf Funktionsleiste ""Berechnung"", Entgeltberechnung auslösen","Für die Transaktion lässt sich ein neues Entgelt bestimmen"
"","","","","","","","5.0","Im Dialog ""Kommunikation mit Capacity"" im MTS.cm die Buchungsnachrichten prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die Buchungsanfrage und den Response vom CC indem die Transaktion enthalten ist sowie den Status der Nachricht ""Buchung erfolgreich"". Die XML-Datei der Nachrichten ist aufrufbar."
"Testcase_41_TRANS_PB_29","Test: [KapMan2011] - UC04_TP_Transaktionen_manuell_ändern - 01 - alle Transaktionen","vorhandene Transaktion dieses Typs","A9. Das TSO-Backend-System muss es dem Benutzer ermöglichen, Transaktionsobjekte manuell zu ändern. 
Systemseitige Konsistenzprüfungen und konsistenzerhaltende Maßnahmen jedweder Art sind explizit nicht vorzusehen.
A10. Die Änderung von Transaktionsobjekten soll dialoggestützt erfolgen.","Functional","Major","","1.0","Transaktion öffnen im MTS.cm PB ID 2948:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern 
","lässt sich nicht speichern, Fehlermeldung"
"","","","","","","","2.0","Transaktion öffnen im MTS.cm PBU:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern ","lässt sich nicht speichern, Fehlermeldung"
"","","","","","","","3.0","Transaktion öffnen im MTS.cm RUECK:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern ","lässt sich nicht speichern, Fehlermeldung"
"","","","","","","","4.0","Transaktion öffnen im MTS.cm SKAUF:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern + Dialog schließen","lässt sich und speichern - keine Fehlermeldung"
"","","","","","","","5.0","Transaktion öffnen im MTS.cm SKAUFU:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern + Dialog schließen","lässt sich und speichern - keine Fehlermeldung"
"","","","","","","","6.0","Transaktion öffnen im MTS.cm SVKAUF:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern + Dialog schließen","lässt sich und speichern - keine Fehlermeldung"
"","","","","","","","7.0","Transaktion öffnen im MTS.cm SVKAUFU:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern + Dialog schließen","lässt sich und speichern - keine Fehlermeldung"
"","","","","","","","8.0","Transaktion öffnen im MTS.cm UMWAND:
- Daten ändern
- Gültigkeit erhöhen
- Kapazität erhöhen
- Speichern + Dialog schließen","lässt sich nicht speichern, Fehlermeldung"
